日期,加權指數:收盤價,加權報酬指數:收盤價,電子類:收盤價,金融保險:收盤價,不含金融電子:收盤價,OTC指數:收盤價,不含金融電子報酬指數:收盤價,電子類報酬指數:收盤價,金融保險類報酬指數:收盤價,電子類:成交值比重(%),電子類:市值比重(%)
2022-12-01,15012.8,31157.86,700.5,1554.03,14485.69,190.33,30814.09,1315.37,2698.36,63.387,60.219
2022-12-02,14970.68,31070.56,699.31,1541.09,14445.16,191.88,30728.26,1313.12,2675.89,61.914,60.27
2022-12-05,14980.74,31091.43,698.88,1536.62,14518.83,192.98,30884.97,1312.31,2668.12,61.198,60.112
2022-12-06,14728.88,30568.76,684.98,1518.4,14341.43,190.04,30507.75,1286.21,2636.48,55.578,59.935
2022-12-07,14630.01,30363.66,677.26,1530.55,14294.88,187.27,30409.1,1271.73,2657.57,58.839,59.666
2022-12-08,14553.04,30203.92,673.59,1519.91,14235.66,187.85,30283.12,1264.82,2639.11,57.063,59.663
2022-12-09,14705.43,30520.19,682.59,1525.67,14337.77,188.14,30500.34,1281.73,2649.11,59.373,59.832
2022-12-12,14612.59,30327.49,677.18,1526.47,14254.03,187.43,30322.19,1271.58,2650.5,56.346,59.73
2022-12-13,14522.96,30141.47,672.21,1514.8,14213.75,186.29,30236.52,1262.23,2630.23,54.741,59.653
2022-12-14,14739.36,30590.6,684.45,1527.82,14363.25,189.41,30554.55,1285.23,2652.84,56.541,59.842
2022-12-15,14734.13,30627.96,682.84,1523.94,14434.53,189.3,30706.58,1285.56,2646.1,54.239,59.734
2022-12-16,14528.55,30200.61,671.15,1506.38,14316.49,186.56,30455.46,1263.55,2615.61,50.274,59.543
2022-12-19,14433.32,30003.02,666.51,1505.59,14196.2,186.55,30200.9,1254.81,2614.24,50.028,59.528
2022-12-20,14170.03,29455.72,652.32,1493.48,13966.31,180.92,29711.83,1228.1,2593.22,54.741,59.347
2022-12-21,14234.4,29589.52,653.71,1490.18,14143.53,181.51,30088.85,1230.71,2587.49,53.492,59.207
2022-12-22,14442.94,30023.13,663.1,1507.88,14376.35,183.54,30584.51,1248.39,2618.22,42.575,59.196
2022-12-23,14271.63,29667.01,652.59,1499.65,14286.46,182.84,30393.29,1228.61,2603.92,45.446,58.953
2022-12-26,14285.13,29695.27,652.96,1503.32,14302.12,182.55,30427.26,1229.31,2610.29,39.789,58.93
2022-12-27,14328.43,29785.27,654.82,1508.1,14349.93,183.45,30528.98,1232.81,2618.61,41.985,58.916
2022-12-28,14173.1,29462.4,645.67,1497.47,14264.68,180.13,30347.62,1215.57,2600.15,51.703,58.731
2022-12-29,14085.02,29279.32,641.79,1485.71,14180.06,180.52,30167.59,1208.27,2579.73,46.074,58.744
2022-12-30,14137.69,29388.8,643.47,1492.44,14261.13,180.34,30340.07,1211.43,2591.42,46.646,58.679
2023-01-03,14224.12,29568.47,650.32,1493.13,14249.89,182.53,30316.15,1224.34,2592.61,48.96,58.945
2023-01-04,14199.13,29516.99,647.92,1498,14251.58,183.47,30321.45,1219.81,2601.06,49.299,58.83
2023-01-05,14301.05,29728.86,653.61,1514.6,14281.9,183.76,30385.97,1230.53,2629.9,56.411,58.925
2023-01-06,14373.34,29879.13,657.75,1516.8,14338.86,185.74,30507.16,1238.31,2633.71,60,58.997
2023-01-09,14752.21,30666.73,679.91,1549.49,14526.68,188.26,30906.76,1280.04,2690.47,61.023,59.414
2023-01-10,14802.96,30772.22,684.28,1548.94,14508.04,188.05,30867.11,1288.28,2689.51,62.112,59.598
2023-01-11,14751.44,30665.12,682.41,1536.55,14463.23,188.52,30771.76,1284.75,2667.99,55.856,59.643
2023-01-12,14731.64,30623.96,681.21,1535.35,14453.11,186.85,30750.23,1282.5,2665.92,53.774,59.624
2023-01-13,14824.13,30816.23,687.83,1536.59,14471.9,186.22,30790.2,1294.95,2668.07,63.896,59.827
2023-01-16,14927.01,31030.1,693.03,1549.52,14543.65,187.82,30942.86,1304.73,2690.52,52.737,59.862
2023-01-17,14932.93,31042.4,692.21,1552.46,14589.52,188.5,31040.46,1303.2,2695.62,49.209,59.765
2023-01-30,15493.82,32208.37,727.95,1577.05,14832.37,193.23,31557.14,1370.49,2738.33,64.537,60.574
2023-01-31,15265.2,31733.12,713.25,1551.97,14801.57,194.79,31491.6,1342.82,2694.77,60.28,60.224
2023-02-01,15420.13,32055.19,722.99,1558.79,14874.69,196.54,31647.18,1361.15,2706.61,59.766,60.44
2023-02-02,15595.16,32419.15,735.6,1564.19,14893.27,199.83,31686.7,1384.9,2716,64.555,60.807
2023-02-03,15602.66,32434.73,737.34,1558.2,14865.06,200.16,31626.7,1388.18,2705.58,64.702,60.921
2023-02-06,15392.82,31998.52,723.79,1546.02,14794.8,198.92,31477.21,1362.66,2684.44,59.04,60.614
2023-02-07,15400.91,32015.35,722.7,1548.67,14862.03,200.81,31620.25,1360.61,2689.04,56.371,60.472
2023-02-08,15618.17,32466.98,738.92,1547.12,14893.65,202.69,31687.52,1391.15,2686.35,67.961,60.961
2023-02-09,15598.71,32426.53,738.31,1545.34,14860.58,202.34,31617.16,1389.99,2683.26,64.613,60.989
2023-02-10,15586.65,32401.45,738.87,1549.48,14775.09,200.42,31435.28,1391.05,2690.45,58.322,61.09
2023-02-13,15544.28,32313.37,734.48,1563.09,14769.63,199.47,31423.66,1382.79,2714.08,55.215,60.897
2023-02-14,15654.48,32542.47,739.8,1572.5,14876.41,200,31650.83,1392.8,2730.43,57.45,60.91
2023-02-15,15432.89,32081.82,725.19,1558.7,14819.38,199.01,31529.51,1365.3,2706.45,59.054,60.562
2023-02-16,15550.5,32326.3,731.53,1562.14,14930.47,202.12,31765.86,1377.23,2712.43,58.543,60.627
2023-02-17,15479.7,32179.12,724.7,1573.44,14945.54,202.6,31797.92,1364.38,2732.06,56.668,60.337
2023-02-20,15551.23,32327.83,726.7,1588.39,15044.72,203.94,32008.92,1368.13,2758.01,57.185,60.222
2023-02-21,15563,32352.28,727.64,1573.5,15104.99,205.57,32137.16,1369.9,2732.16,55.15,60.252
2023-02-22,15418.77,32052.47,717.47,1571.12,15070.78,203.24,32064.37,1350.76,2728.02,51.781,59.967
2023-02-23,15615.41,32461.25,729.9,1574.82,15180.75,206.8,32298.36,1374.17,2734.46,57.201,60.239
2023-02-24,15503.79,32229.2,722.4,1571.61,15143.18,205.87,32218.42,1360.04,2728.87,61.259,60.043
2023-03-01,15598.49,32426.08,733.63,1562.05,15004.11,206.99,31922.53,1381.18,2712.28,60.105,60.604
2023-03-02,15598.72,32426.54,732.46,1557.46,15076.99,207.44,32077.6,1378.99,2704.31,57.163,60.501
2023-03-03,15608.42,32446.71,732.41,1555.4,15122.29,208.02,32173.96,1378.88,2700.74,64.349,60.461
2023-03-06,15763.51,32769.12,740.98,1566.8,15230.08,210.79,32403.31,1395.03,2720.52,63.689,60.557
2023-03-07,15857.89,32965.31,745.21,1573.78,15340.87,211.14,32639.02,1402.98,2732.65,60.966,60.539
2023-03-08,15818.2,32882.8,742.94,1574.46,15301.74,211.83,32555.77,1398.71,2733.83,61.079,60.506
2023-03-09,15770.66,32783.98,741.98,1564.6,15218.8,211.83,32379.31,1396.91,2716.71,66.077,60.608
2023-03-10,15526.2,32275.79,730.04,1542.05,14995.77,206.72,31904.78,1374.43,2677.55,52.939,60.565
2023-03-13,15560.49,32348,732.87,1533.24,15024.07,205.38,31965.37,1379.82,2662.25,58.183,60.699
2023-03-14,15360.42,31932.08,723.27,1508.08,14861.65,203.61,31619.81,1361.74,2618.56,54.125,60.631
2023-03-15,15387.59,31988.75,726.17,1502.84,14846.53,205.07,31588.33,1367.2,2609.47,54.914,60.764
2023-03-16,15221.12,31700.05,720.25,1474.11,14649.44,203.04,31173.93,1359.98,2559.57,54.462,60.931
2023-03-17,15452.96,32183.27,733.96,1482.66,14804.87,206.45,31504.7,1385.9,2574.42,64.991,61.161
2023-03-20,15419.97,32114.54,731.57,1476.62,14822.67,207.66,31542.57,1381.39,2563.94,63.065,61.079
2023-03-21,15513.45,32309.24,736.79,1490.17,14857.91,208.19,31617.56,1391.23,2587.46,67.903,61.162
2023-03-22,15760.46,32823.67,751.21,1511.99,14979.67,211.33,31876.66,1418.46,2625.35,67.194,61.386
2023-03-23,15863.95,33039.48,757.05,1522.16,15035.39,212.54,31996.14,1429.49,2643.01,65.598,61.461
2023-03-24,15914.7,33148.03,760.67,1517.69,15067.67,213.6,32069.07,1436.44,2635.26,66.406,61.556
2023-03-27,15830.31,32972.26,753.73,1517.2,15088.89,213.91,32114.23,1423.35,2634.4,58.099,61.31
2023-03-28,15701.48,32704.51,744.64,1519.82,15039.29,210.93,32010.8,1406.17,2638.95,66.047,61.069
2023-03-29,15769.76,32851.87,747.95,1527.73,15096.07,210.3,32135.08,1412.71,2652.69,64.256,61.074
2023-03-30,15849.43,33026.44,755.15,1522.08,15071.18,212.15,32107.71,1426.43,2642.87,65.908,61.353
2023-03-31,15868.06,33065.28,755.86,1529.59,15073.6,212.65,32112.86,1427.76,2655.91,67.039,61.338
2023-04-06,15810.77,32945.9,751.53,1532.69,15056.24,212.19,32075.88,1419.59,2661.3,62.142,61.2
2023-04-07,15836.5,32999.84,751.61,1533.28,15141.05,213.02,32257.03,1419.75,2662.33,59.819,61.085
2023-04-10,15876.17,33082.51,752.47,1539.37,15216.31,214.29,32417.36,1421.38,2672.89,63.336,61.01
2023-04-11,15913.88,33161.09,752.76,1546.24,15307.39,215.71,32611.41,1421.93,2684.83,64.985,60.891
2023-04-12,15932.97,33200.86,751.64,1550.69,15407.74,216.61,32825.19,1419.8,2692.55,58.419,60.722
2023-04-13,15804.76,32938.39,741.08,1554.36,15422.38,215.62,32858.67,1400.15,2698.92,55.961,60.352
2023-04-14,15929.43,33214.59,747.81,1567.6,15499.77,216.33,33024.82,1413.98,2721.92,56.577,60.423
2023-04-17,15963.55,33285.73,749.78,1563.58,15546.79,218.04,33124.99,1417.7,2714.93,55.751,60.446
2023-04-18,15869.44,33089.5,744.15,1565.63,15463.57,216.96,32947.69,1407.06,2718.49,57.926,60.351
2023-04-19,15770.47,32883.14,738.33,1559.59,15405.65,217.15,32824.29,1396.05,2708.01,60.805,60.248
2023-04-20,15707.52,32756.06,736.76,1554.91,15274.44,212.97,32546.74,1393.35,2699.88,57.698,60.369
2023-04-21,15602.99,32538.08,730.44,1554.94,15194.47,208.29,32376.34,1381.39,2699.93,60.637,60.254
2023-04-24,15626.87,32587.89,729.59,1559.76,15297.68,209.94,32596.26,1379.78,2708.29,56.035,60.089
2023-04-25,15370.73,32053.74,714.79,1552.71,15099.66,204.77,32174.33,1351.79,2696.07,58.796,59.853
2023-04-26,15374.63,32061.93,712.46,1557.28,15200.88,204.91,32390,1347.39,2703.99,60.356,59.644
2023-04-27,15411.49,32139.82,716,1553.4,15185.35,205.95,32358.84,1354.11,2697.25,56.946,59.791
2023-04-28,15579.18,32489.54,725.36,1562.25,15312.12,209.33,32628.96,1371.83,2712.62,60.615,59.92
2023-05-02,15636.48,32609.04,728.14,1567.94,15363.99,212.39,32739.5,1377.07,2722.51,55.491,59.928
2023-05-03,15553.41,32435.79,724.01,1563.66,15277.21,211.3,32554.58,1369.27,2715.07,49.837,59.907
2023-05-04,15609.03,32551.79,726.3,1570.91,15338.86,212.42,32685.96,1373.59,2727.66,52.32,59.882
2023-05-05,15626.07,32587.31,728.01,1573.87,15308.72,213.05,32621.73,1376.83,2732.8,57.416,59.957
2023-05-08,15699.57,32740.59,732.14,1580.33,15352.37,213.06,32714.75,1384.64,2744.02,53.655,60.014
2023-05-09,15727.7,32799.25,735.65,1585.5,15270.43,210.08,32540.12,1391.28,2753,55.768,60.198
2023-05-10,15641.76,32620.03,728.71,1586.67,15279.23,210.13,32558.88,1378.15,2755.03,57.664,59.961
2023-05-11,15514.64,32354.94,722.58,1587.43,15107.86,205.69,32193.72,1366.56,2756.34,53.589,59.946
2023-05-12,15502.36,32329.33,722.32,1570.59,15146.28,206.89,32275.58,1366.06,2727.11,60.479,59.972
2023-05-15,15475.05,32272.37,720.17,1580.17,15108.21,204.87,32194.46,1362.01,2743.74,55.094,59.906
2023-05-16,15673.9,32687.07,730.57,1594.74,15274.11,206.95,32547.98,1381.67,2769.03,61.514,59.998
2023-05-17,15925.29,33211.32,743.78,1609.36,15496.39,209.4,33021.64,1406.66,2794.42,58.99,60.116
2023-05-18,16101.88,33579.59,754.23,1622.91,15586.08,210.06,33212.76,1426.42,2817.94,58.713,60.3
2023-05-19,16174.92,33731.9,758.75,1632.66,15596.89,209.5,33235.8,1434.97,2834.89,56.22,60.39
2023-05-22,16180.89,33744.36,757.68,1635.58,15654.74,211.29,33359.07,1432.93,2839.95,55.205,60.281
2023-05-23,16188.03,33759.26,758.3,1634.42,15656.45,213.24,33362.7,1434.11,2837.94,53.398,60.3
2023-05-24,16159.32,33699.37,755.53,1630.72,15696.49,212.6,33448.05,1428.88,2831.52,55.835,60.185
2023-05-25,16292,33977.47,771.17,1611.3,15532.26,212.28,33103.02,1458.46,2797.79,67.821,60.941
2023-05-26,16505.05,34421.85,790.04,1610.02,15428.78,212.73,32882.61,1494.14,2795.56,72.362,61.631
2023-05-29,16636.3,34696.02,797.58,1620.43,15503.99,215.98,33044.55,1508.41,2813.65,70.291,61.729
2023-05-30,16622.74,34671.86,797.27,1620.69,15469.37,215.11,32982.67,1507.88,2814.1,69.504,61.754
2023-05-31,16578.96,34581.01,793.72,1615.86,15496.8,215.97,33041.17,1501.2,2805.7,66.846,61.639
2023-06-01,16512.65,34447.18,788.53,1610.15,15523.64,216.72,33110.73,1491.44,2795.8,59.872,61.48
2023-06-02,16706.91,34853.76,799.61,1617.91,15670.56,218.16,33424.27,1512.49,2809.26,62.588,61.624
2023-06-05,16714.43,34875.44,796.72,1636.61,15750.8,220.09,33603.34,1507.29,2841.74,56.719,61.376
2023-06-06,16761.66,34979.1,798.73,1639.27,15814.23,219.29,33757,1511.1,2846.36,59.319,61.353
2023-06-07,16922.48,35320.33,808.56,1647.76,15897.79,222.14,33936.21,1530.01,2861.67,59.156,61.521
2023-06-08,16733.69,34928.14,796.95,1640.28,15792.67,219.74,33713.49,1508.15,2848.69,58.857,61.323
2023-06-09,16886.4,35246.92,806.64,1646.2,15864.31,222.32,33866.55,1526.49,2858.97,63.024,61.512
2023-06-12,16955.37,35391.81,814.56,1639.72,15773.81,221.13,33674.26,1541.48,2848.1,65.87,61.861
2023-06-13,17216.6,35944.73,834.45,1640.54,15784.71,224.07,33724.62,1579.11,2849.51,68.19,62.415
2023-06-14,17238.14,36000.39,833.82,1644.34,15873.21,223.39,33929.37,1578.36,2856.13,61.98,62.291
2023-06-15,17334.98,36269.21,839.16,1640.82,15985.21,224.16,34196.52,1592.6,2850.01,63.217,62.339
2023-06-16,17288.91,36178.33,836.27,1628.92,16003.56,223.81,34240.02,1587.43,2829.35,57.887,62.29
2023-06-19,17274.56,36149.02,834.55,1636.63,15999.42,223.99,34232.59,1584.19,2842.73,59.856,62.208
2023-06-20,17184.91,36055.44,828.44,1637.96,15956.94,223.49,34161.64,1578.72,2845.61,59.973,62.075
2023-06-21,17202.4,36095.11,828.82,1643.03,15980.13,222.73,34216.25,1579.56,2854.42,61.398,62.044
2023-06-26,17059.24,35797.92,819.68,1635.74,15922.42,220.77,34101.01,1562.21,2841.76,63.398,61.882
2023-06-27,16887.9,35493.22,809.92,1630.7,15784.64,219.73,33877.36,1546.07,2832.99,59.704,61.763
2023-06-28,16935.63,35608.78,813.12,1633.91,15793.72,220.64,33902.24,1552.51,2844.86,57.009,61.831
2023-06-29,16942.3,35686.11,814.14,1631.36,15781.61,222.57,33941.56,1557.14,2845.17,58.969,61.881
2023-06-30,16915.54,35784.54,816.19,1625.96,15616.7,223.94,33952.18,1564.77,2835.75,58.295,62.122
2023-07-03,17084.2,36153.24,825.75,1634.26,15740.9,225.67,34259.72,1583.19,2850.23,61.173,62.189
2023-07-04,17140.77,36401.02,832.81,1628.97,15640.74,226.15,34220.58,1602.24,2841.01,64.376,62.519
2023-07-05,17056.43,36239.97,827.94,1628.76,15566.83,226.32,34064.52,1593.97,2841.14,64.101,62.456
2023-07-06,16762.17,35636.71,812.22,1600.61,15363.24,224.67,33650.79,1564.15,2796.91,67.365,62.346
2023-07-07,16664.21,35432.95,807.81,1593.44,15249.54,221.82,33402.05,1555.95,2784.38,67.033,62.374
2023-07-10,16652.8,35416.05,806.8,1598.85,15233,220.85,33385.34,1554.15,2793.84,64.472,62.34
2023-07-11,16898.91,35967.64,822.15,1624.28,15295.83,221.91,33550.09,1585.16,2838.27,69.611,62.604
2023-07-12,16962.03,36113.95,827.82,1633.06,15223.8,221.14,33405.02,1596.7,2853.62,71.269,62.812
2023-07-13,17061.4,36359.21,837.4,1626.98,15163.27,220.71,33309.56,1616.77,2843.38,74.539,63.168
2023-07-14,17283.71,36840.81,849.97,1647.72,15287.86,224.38,33601.05,1641.24,2879.63,70.953,63.289
2023-07-17,17334.29,36958.91,851.81,1670.93,15286.47,225.15,33626.6,1644.95,2920.2,67.142,63.235
2023-07-18,17227.91,36741.47,846.08,1676.03,15152.18,223.17,33353.24,1634,2930.21,74.965,63.197
2023-07-19,17116.44,36511.33,840.29,1664.18,15072.59,222.86,33192.2,1623.08,2909.49,73.131,63.171
2023-07-20,17164.89,36641.17,840.94,1669.26,15191.57,224.48,33489.65,1624.62,2927.29,68.207,63.04
2023-07-21,17030.7,36358.14,832.97,1662.62,15109.82,223.16,33321.6,1609.22,2915.65,71.131,62.94
2023-07-24,17033.61,36365.21,836.43,1651.21,15010.56,221.53,33104.25,1615.92,2895.75,72.889,63.19
2023-07-25,17198.89,36728.74,845.67,1662.72,15123.81,222.88,33367.52,1634.26,2915.93,74.193,63.277
2023-07-26,17162.55,36671.3,840.38,1685.71,15141.17,219.58,33459.68,1624.11,2959.39,71.954,63.016
2023-07-27,17241.82,36852.39,843,1700.24,15240.62,221.81,33697.94,1629.44,2986.78,70.033,62.915
2023-07-28,17292.93,36966.99,848.13,1694.62,15210.37,223.79,33643.42,1639.5,2976.91,72.937,63.111
2023-07-31,17145.43,36654.26,837.2,1695.81,15183.37,221.69,33584.54,1618.54,2979,75.718,62.825
2023-08-01,17212.87,36810.67,838.91,1714.93,15263.46,220.26,33789.17,1622.17,3012.59,74.592,62.705
2023-08-02,16893.73,36133.38,820.12,1686.72,15112.47,215.37,33456.11,1586.16,2963.03,68.2,62.461
2023-08-04,16843.68,36072.73,816.78,1679.36,15118.11,216.85,33561.1,1580.25,2959.49,72.218,62.386
2023-08-07,16996,36399.79,828.16,1689.56,15094.91,218.08,33509.95,1602.31,2977.47,74.872,62.69
2023-08-08,16877.07,36145.48,821.45,1686.23,14995.92,215.98,33290.89,1589.34,2971.58,75.306,62.621
2023-08-09,16870.94,36142.32,821.22,1689.22,14972.25,215,33238.33,1588.92,2983.76,74.564,62.628
2023-08-10,16634.7,35659.69,806.77,1683.39,14823.02,210.51,32919.19,1561.26,2984.6,71.451,62.397
2023-08-11,16601.25,35596.18,804.68,1673.35,14841.64,210.25,32961.73,1557.26,2971.91,71.493,62.36
2023-08-14,16393.66,35151.09,798.14,1641.84,14540.47,205.44,32292.86,1544.6,2915.94,66.694,62.638
2023-08-15,16454.8,35282.85,804.03,1628.81,14541.69,207.24,32297.99,1556,2892.79,74.639,62.834
2023-08-16,16446.78,35269.75,808.37,1606.08,14410.89,207.59,32007.45,1564.69,2852.44,73.858,63.206
2023-08-17,16516.66,35428.05,813.32,1600.51,14454.58,210.39,32104.5,1574.47,2846.43,78.486,63.304
2023-08-18,16381.31,35141,802.99,1604.9,14429.65,208.15,32051.59,1554.66,2854.23,76.037,63.015
2023-08-21,16381.49,35141.56,802.43,1614.35,14417.02,208.26,32024.02,1553.57,2871.04,71.528,62.971
2023-08-22,16437.61,35262.22,808.55,1607.44,14365.1,207.51,31908.71,1565.44,2858.76,78.505,63.24
2023-08-23,16576.9,35563.32,819.03,1606.36,14383.3,208.15,31953.18,1585.82,2856.84,76.341,63.527
2023-08-24,16770.87,35984.99,833.17,1613.17,14395.22,208.92,31988.63,1613.41,2868.94,81.332,63.882
2023-08-25,16481.58,35370.65,812.49,1604.13,14354.42,207.89,31913.08,1573.52,2852.87,76.858,63.384
2023-08-28,16509.26,35435.95,812.99,1623.07,14351.05,207.28,31912.69,1574.76,2886.55,74.862,63.314
2023-08-29,16623.65,35686.65,818.32,1632.78,14470.54,209.17,32185.6,1585.3,2903.83,75.138,63.286
2023-08-30,16719.82,35893.63,823.98,1635.83,14538.54,211.92,32337.51,1596.3,2909.24,77.206,63.353
2023-08-31,16634.51,35715.18,819.87,1616.37,14505.61,213.28,32271.87,1588.49,2875.01,77.257,63.36
2023-09-01,16644.94,35737.71,817.2,1630.85,14603.22,213.68,32489.03,1583.31,2900.77,72.789,63.11
2023-09-04,16789.69,36049.5,825.39,1637.21,14713.68,215,32738.36,1599.17,2912.08,67.788,63.194
2023-09-05,16791.61,36054.19,825.81,1631.07,14726.5,216.19,32767,1600.03,2901.17,74.706,63.22
2023-09-06,16738.16,35940.09,825.78,1616.96,14598.97,216.48,32485.48,1599.98,2876.07,74.729,63.422
2023-09-07,16619.14,35685.61,818.14,1618.18,14522.6,215.78,32316.98,1585.23,2878.24,73.101,63.28
2023-09-08,16576.02,35593.17,812.87,1628.12,14568.76,214.33,32419.7,1575.03,2895.92,72.5,63.038
2023-09-11,16432.95,35295.47,802.54,1631.09,14522.83,212.16,32317.71,1555.66,2901.21,73.115,62.776
2023-09-12,16572.71,35595.96,811.15,1638.51,14592.52,213.04,32473.25,1572.36,2914.4,72.138,62.912
2023-09-13,16581.51,35615.46,809.94,1642.36,14661.79,215.09,32629,1570.04,2921.25,70.878,62.784
2023-09-14,16807.56,36157.07,823.08,1661.5,14780.29,218.7,32898.82,1599.32,2955.29,70.415,62.942
2023-09-15,16920.92,36400.92,831.78,1654.74,14811.62,219,32968.55,1616.23,2943.27,68.783,63.181
2023-09-18,16698.24,35921.89,815.27,1655.12,14776.93,217.99,32891.34,1584.14,2943.95,73.166,62.747
2023-09-19,16636.32,35788.88,811.56,1653.88,14733.08,216.28,32793.73,1576.94,2941.74,74.002,62.647
2023-09-20,16534.75,35573.23,805.57,1645.51,14682.86,214.09,32682.38,1565.49,2926.85,72.964,62.569
2023-09-21,16316.67,35104.04,795.19,1621.93,14485.77,211.16,32243.68,1545.32,2884.9,71.161,62.59
2023-09-22,16344.48,35163.86,796.65,1622,14516.79,213.23,32312.74,1548.16,2885.04,74.386,62.595
2023-09-25,16452.23,35395.68,801.88,1631.77,14617.23,214.8,32536.3,1558.32,2902.41,72.73,62.597
2023-09-26,16276.07,35019.7,792.18,1619.38,14490.09,212.14,32264.21,1539.47,2880.38,69.178,62.511
2023-09-27,16310.36,35093.53,795.27,1618.72,14473.17,212.52,32226.53,1545.49,2879.2,69.638,62.626
2023-09-28,16353.74,35186.86,798.12,1621.42,14484.96,213.1,32252.78,1551.03,2884,75.747,62.691
2023-10-02,16557.31,35624.87,813.38,1620.15,14513.54,215.86,32316.42,1580.67,2881.74,77.796,63.105
2023-10-03,16454.34,35403.55,808.74,1610.82,14401.18,214.75,32067.11,1571.66,2865.15,72.912,63.141
2023-10-04,16273.38,35014.29,800.42,1588.62,14235.21,213.78,31697.55,1555.5,2825.67,69.509,63.188
2023-10-05,16453.52,35401.95,810.22,1603.99,14359.56,216.01,31974.7,1574.55,2853,73.502,63.263
2023-10-06,16520.57,35546.64,813.3,1617.86,14398.1,215.95,32060.53,1580.56,2877.68,73.404,63.244
2023-10-11,16672.03,35872.53,820.9,1650.27,14451.72,213.99,32179.91,1595.32,2935.33,75.94,63.259
2023-10-12,16825.91,36203.68,829.29,1660.28,14569.51,216.61,32442.39,1611.64,2953.12,73.803,63.324
2023-10-13,16782.57,36110.42,828.89,1645.6,14496.59,216.23,32280.01,1610.85,2927.01,74.499,63.451
2023-10-16,16652.24,35830,819.18,1650.8,14457.78,214.59,32193.59,1591.99,2936.26,69.963,63.202
2023-10-17,16642.55,35809.14,820.65,1645.96,14377.43,214.2,32014.68,1594.85,2927.65,75.852,63.351
2023-10-18,16440.91,35375.35,805.62,1647.93,14342.89,211.46,31937.75,1565.63,2931.16,73.14,62.951
2023-10-19,16452.73,35400.88,809.87,1633.26,14252.63,213.3,31737.16,1573.9,2905.06,72.251,63.287
2023-10-20,16440.72,35375.04,813.64,1617.71,14104.43,211.82,31407.14,1581.23,2877.4,72.825,63.614
2023-10-23,16251.36,34967.59,800.97,1603.75,14071.54,210.79,31333.91,1556.6,2852.57,72.181,63.35
2023-10-24,16309.76,35093.27,804.59,1605.19,14106.67,212.8,31412.14,1563.63,2855.14,75.978,63.41
2023-10-25,16358.89,35198.98,806.76,1605.54,14178.79,214.73,31572.73,1567.85,2855.77,76.351,63.383
2023-10-26,16073.74,34585.52,788.94,1591.93,14041.96,210.23,31268.42,1533.22,2831.55,69.729,63.085
2023-10-27,16134.61,34716.5,790.97,1605.46,14107.65,211.88,31414.68,1537.16,2855.62,72.941,63.008
2023-10-30,16149.68,34748.92,793.32,1592.56,14107.12,213.17,31413.52,1541.73,2832.67,76.079,63.133
2023-10-31,16001.27,34430.12,784.15,1595.24,13991.24,209.65,31157.4,1523.91,2837.43,74.363,62.977
2023-11-01,16038.56,34510.66,786,1600.6,14015.9,211.82,31213.35,1527.52,2846.97,71.647,62.977
2023-11-02,16396.95,35281.8,808.88,1619.6,14159.03,214.51,31532.12,1571.98,2880.77,75.555,63.394
2023-11-03,16507.65,35520,812.06,1639.46,14320.45,215.14,31891.58,1578.16,2916.1,75.985,63.217
2023-11-06,16649.36,35824.94,819.36,1646.62,14456.89,218.62,32195.43,1592.35,2928.82,73.148,63.243
2023-11-07,16684.95,35901.51,822.91,1643.55,14434.37,219.48,32145.29,1599.23,2923.36,71.547,63.385
2023-11-08,16740.83,36021.75,827.22,1642.95,14437.88,219.8,32153.09,1607.61,2922.3,76.901,63.514
2023-11-09,16745.65,36032.13,827.57,1642.9,14438.9,219.58,32155.38,1608.3,2922.21,75.73,63.538
2023-11-10,16682.67,35896.6,824.67,1641.57,14355.27,217.86,31969.12,1602.66,2919.85,73.503,63.552
2023-11-13,16839.29,36233.61,836.7,1645.61,14343.99,218.34,31944.02,1626.04,2927.03,74.482,63.877
2023-11-14,16915.71,36398.05,840.67,1651.51,14407.66,219.08,32085.79,1633.76,2937.52,71.984,63.889
2023-11-15,17128.78,36856.51,849.3,1672.16,14677.73,220.5,32687.25,1650.53,2974.25,70.831,63.741
2023-11-16,17171.18,36947.74,849.39,1681.46,14783.47,221.55,32922.73,1650.7,2990.79,65.401,63.592
2023-11-17,17208.95,37029.06,851.87,1684.35,14791.86,222.75,32941.43,1655.52,2995.93,69.43,63.629
2023-11-20,17210.47,37032.36,852.25,1685.28,14776.42,223.45,32907.03,1656.26,2997.59,73.059,63.555
2023-11-21,17416.7,37476.12,863.18,1707.88,14911.3,224.24,33207.41,1677.5,3037.79,74.382,63.612
2023-11-22,17310.26,37247.09,856.28,1702.88,14871.09,226.02,33117.86,1664.09,3028.9,77.032,63.499
2023-11-23,17294.55,37213.6,854.96,1700.06,14887.17,226.33,33154.8,1661.52,3023.87,76.009,63.457
2023-11-24,17287.42,37198.24,854.1,1698.98,14904.95,226.64,33194.38,1659.87,3021.96,67.758,63.421
2023-11-27,17137.42,36875.5,844.25,1692.74,14850.69,224.73,33073.53,1640.71,3010.86,64.856,63.237
2023-11-28,17341.25,37314.34,855.03,1704.89,15026.82,228.92,33466.74,1661.66,3032.48,69.431,63.29
2023-11-29,17370.56,37377.44,859.09,1697.1,14978.06,230.88,33358.24,1669.57,3018.61,76.279,63.484
2023-11-30,17433.85,37513.62,861.96,1710.28,15016,231.74,33442.73,1675.13,3042.06,74.678,63.469
